SIMAN Run Controller.

0.0 Seconds>
                                      ARENA Simulation Results
                                                user

                                  Summary for Replication 1 of 10

Project: Assembly line                                               Run execution date : 9/20/2025
Analyst: FATIHA                                                      Model revision date: 9/20/2025

Replication ended at time      : 600.0 Seconds 
Base Time Units: Seconds

                                           TALLY VARIABLES

Identifier                                  Average   Half Width  Minimum    Maximum   Observations
Operator 10.BusyCost                        11.859    
Operator 10.IdleCost                        .00000    
Operator 10.UsageCost                       .00000    
Operator 13.NumberSeized                    11.000    
Operator 13.ScheduledUtilization            .51189    
Operator 13.BusyCost                        8.5315    
Operator 13.IdleCost                        .00000    
Operator 13.UsageCost                       .00000    
Operator 12.NumberSeized                    11.000    
Operator 12.ScheduledUtilization            .51189    
Operator 12.BusyCost                        8.5315    
Operator 12.IdleCost                        .00000    
Operator 12.UsageCost                       .00000    
Helper 1.NumberSeized                       46.000    
Helper 1.ScheduledUtilization               .95298    
Helper 1.BusyCost                           11.093    
Helper 1.IdleCost                           .00000    
Helper 1.UsageCost                          .00000    
Helper 3.NumberSeized                       11.000    
Helper 3.ScheduledUtilization               .23685    
Helper 3.BusyCost                           2.5973    
Helper 3.IdleCost                           .00000    
Helper 3.UsageCost                          .00000    
Helper 2.NumberSeized                       18.000    
Helper 2.ScheduledUtilization               .49391    
Helper 2.BusyCost                           5.6544    
Helper 2.IdleCost                           .00000    
Helper 2.UsageCost                          .00000    
Helper 4.NumberSeized                       9.0000    
Helper 4.ScheduledUtilization               .51008    
Helper 4.BusyCost                           5.5389    
Helper 4.IdleCost                           .00000    
Helper 4.UsageCost                          .00000    
Operator 9.NumberSeized                     12.000    
Operator 9.ScheduledUtilization             .77666    
Operator 9.BusyCost                         11.859    
Operator 9.IdleCost                         .00000    
Operator 9.UsageCost                        .00000    
Operator 8.NumberSeized                     18.000    
Operator 8.ScheduledUtilization             .24894    
Operator 8.BusyCost                         4.1489    
Operator 8.IdleCost                         .00000    
Operator 8.UsageCost                        .00000    
Operator 7.NumberSeized                     19.000    
Operator 7.ScheduledUtilization             .36062    
Operator 7.BusyCost                         5.9642    
Operator 7.IdleCost                         .00000    
Operator 7.UsageCost                        .00000    
Operator 6.NumberSeized                     20.000    
Operator 6.ScheduledUtilization             .89309    
Operator 6.BusyCost                         14.810    
Operator 6.IdleCost                         .00000    
Operator 6.UsageCost                        .00000    
Operator 5.NumberSeized                     20.000    
Operator 5.ScheduledUtilization             .89309    
Operator 5.BusyCost                         14.810    
Operator 5.IdleCost                         .00000    
Operator 5.UsageCost                        .00000    
Operator 4.NumberSeized                     31.000    
Operator 4.ScheduledUtilization             .61003    
Operator 4.BusyCost                         10.010    
Operator 4.IdleCost                         .00000    
Operator 4.UsageCost                        .00000    
Operator 3.NumberSeized                     32.000    
Operator 3.ScheduledUtilization             .61134    
Operator 3.BusyCost                         10.177    
Operator 3.IdleCost                         .00000    
Operator 3.UsageCost                        .00000    
Operator 2.NumberSeized                     32.000    
Operator 2.ScheduledUtilization             .33107    
Operator 2.BusyCost                         5.5177    
Operator 2.IdleCost                         .00000    
Operator 2.UsageCost                        .00000    
Operator 1.NumberSeized                     33.000    
Operator 1.ScheduledUtilization             .96768    
Operator 1.BusyCost                         15.865    
Operator 1.IdleCost                         .00000    
Operator 1.UsageCost                        .00000    
All Entities.VACost                         177.80    
All Entities.NVACost                        .00000    
All Entities.WaitCost                       .00000    
All Entities.TranCost                       .00000    
All Entities.OtherCost                      .00000    
All Entities.TotalCost                      177.80    
All Resources.BusyCost                      177.80    
All Resources.IdleCost                      .00000    
All Resources.UsageCost                     .00000    
All Resources.TotalCost                     177.80    
System.TotalCost                            177.80    
System.NumberOut                            8.0000    

Beginning replication 10 of 10

                                      ARENA Simulation Results
                                                user

                                  Summary for Replication 10 of 10

Project: Assembly line                                               Run execution date : 9/20/2025
Analyst: FATIHA                                                      Model revision date: 9/20/2025

Replication ended at time      : 600.0 Seconds 
Base Time Units: Seconds

                                           TALLY VARIABLES

Identifier                                  Average   Half Width  Minimum    Maximum   Observations
___________________________________________________________________________________________________

Process 13.WaitTimePerEntity                .00000     (Insuf)    .00000     .00000         10    
Process 10.TotalCostPerEntity               3.1487     (Insuf)    2.9224     3.4861         12    
Process 14.WaitCostPerEntity                .00000     (Insuf)    .00000     .00000         10    
Process 12.VACostPerEntity                  .24586     (Insuf)    .16483     .38147         11    
Process 10.WaitTimePerEntity                58.927     (Insuf)    .00000     116.39         12    
Process 13.VATimePerEntity                  12.952     (Insuf)    11.502     15.594         10    
Process 9.TotalCostPerEntity                .35978     (Insuf)    .27356     .47514         17    
Process 8.TotalCostPerEntity                .25588     (Insuf)    .13534     .47167         18    
Process 7.TotalCostPerEntity                .33715     (Insuf)    .27955     .43634         18    
Process 6.TotalCostPerEntity                1.5578     (Insuf)    1.3510     1.7950         19    
Process 5.TotalCostPerEntity                .33475     (Insuf)    .27143     .51044         31    
